paso,x,y,radio,f_net,gap,freno
2970,0.0709175719933191,-0.7845675187628727,0.7876792817307554,1.3689866642817636,0.0009350824070262,1.607105853691553e-06
2980,0.080090498311249,-0.7845402850950182,0.7885339760980492,1.3665978055442138,0.0009271342195156,1.577691918748782e-06
2990,0.0892495487506182,-0.7843771221687006,0.7893577106695466,1.3643008671463188,0.0009195378019007,1.549850579752602e-06
3000,0.0983931783274316,-0.7840784268253587,0.7901503845655017,1.3620955191376076,0.000912286522401,1.5235207923198978e-06
3010,0.1075198514201007,-0.7836446039467543,0.7909119015122585,1.3599814420182124,0.0009053740577894,1.4986452377008035e-06
3020,0.1166280414961755,-0.7830760663217053,0.7916421697565327,1.3579583270465032,0.0008987943872391,1.4751701399053449e-06
3030,0.1257162308409206,-0.7823732345234706,0.7923411019835803,1.3560258765271624,0.0008925417864086,1.4530450946846394e-06
3040,0.1347829102878297,-0.7815365367975787,0.7930086152392063,1.3541838040806249,0.0008866108217682,1.4322229097529704e-06
3050,0.1438265789511709,-0.7805664089599019,0.7936446308555575,1.3524318348947793,0.0008809963451696,1.4126594556751274e-06
3060,0.1528457439606454,-0.779463294304782,0.7942490743806544,1.3507697059597674,0.000875693488662,1.3943135268800294e-06
3070,0.161838920198239,-0.7782276435230271,0.7948218755116132,1.349197166286673,0.0008706976595547,1.3771467122968172e-06
3080,0.1708046300373419,-0.7768599146296046,0.7953629680315115,1.347713977110854,0.0008660045357289,1.3611232751430688e-06
3090,0.1797414030842052,-0.7753605729008666,0.7958722897498582,1.3463199120806029,0.0008616100611978,1.346210041427172e-06
3100,0.1886477759218011,-0.7737300908211496,0.7963497824466217,1.3450147574318148,0.0008575104419172,1.3323762967577416e-06
3110,0.1975222918561504,-0.7719689480386032,0.7967953918197819,1.343798312149253,0.000853702141846,1.319593691082584e-06
3120,0.2063635006651761,-0.770077631330104,0.7972090674363662,1.342670388115003,0.0008501818792569,1.3078361510082354e-06
3130,0.2151699583501402,-0.7680566345751279,0.7975907626869362,1.341630810244633,0.0008469466232978,1.2970797993783543e-06
3140,0.2239402268897208,-0.765906458738454,0.7979404347434923,1.3406794166115594,0.0008439935908023,1.287302881815647e-06
3150,0.2326728739967803,-0.7636276118615857,0.7982580445207657,1.3398160585600682,0.0008413202433518,1.27848569995717e-06
3160,0.2413664728778792,-0.7612206090627802,0.7985435566408701,1.3390406008074025,0.0008389242845852,1.2706105511373788e-06
3170,0.2500196019955844,-0.7586859725455891,0.7987969394012893,1.3383529215352907,0.0008368036577597,1.2636616742967497e-06
3180,0.2586308448336241,-0.756024231615813,0.7990181647461722,1.337752912471272,0.0008349565435587,1.2576252019167828e-06
3190,0.2671987896649372,-0.7532359227067892,0.799207208240921,1.3372404789600902,0.0008333813581497,1.2524891178040396e-06
3200,0.2757220293226702,-0.7503215894129321,0.7993640490500488,1.3368155400254578,0.000832076751489,1.2482432205676383e-06
3210,0.284199160974168,-0.7472817825314566,0.7994886699182918,1.3364780284223985,0.0008310416058746,1.244879092655462e-06
3220,0.2926287858980134,-0.7441170601122201,0.7995810571549646,1.3362278906803742,0.0008302750347467,1.2423900748347156e-06
